Page,Date,Post Text,Media Type,Likes,Comments,Shares,Media Link
3Dadept,2023-04-11,"📌 The 2023 March/April edition of hashtag#3DADEPT Mag is NOW AVAILABLE – LINK in the FIRST comment! 📌To date, about a dozen end-use applications have already been identified in the hashtag#healthcare industry. This is a big step for humanity considering where we come from, but a small step for users when we see the work that still needs to be done in terms of process standardization, education for more thoughtful use, and manufacturing for more reliable processes. This healthcare edition of hashtag#3DADEPTMag provides an interesting look at the production of hashtag#3dprinted medicines, the hashtag#digital hashtag#manufacturing of 3D-printed medical devices, the development of hashtag#implants or hashtag#crowns with the appropriate hashtag#materials, as well as the hashtag#postprocessing processes that evolve over time.hashtag#additivemanufacturing EXCLUSIVE FEATURES:✨ DOSSIER: 3D Pharma Printing: the path towards clinical applicationsWith contributions from Aprecia Pharmaceuticals's Owen Murray and FABRX's Anna Worsley.✨ MATERIALSThe reasons why Lithoz’ hashtag#Ceramic hashtag#3dprinting is a great fit for restorative hashtag#dentistry applications made with Lithium Disilicate - With insights from Daniel Bomze.How do we use hashtag#resin hashtag#3dprinting materials in the healthcare industry? – Beyond dental applications - Co-written with Liqcreate.Evonik on the role of hashtag#polymer hashtag#materials in improving the next generation of hashtag#3dprinted hashtag#implants - With Evonik High Performance Polymers's Marc Knebel✨POST-PROCESSINGPostprocessing hashtag#3dprinted Medical Devices via Electrochemistry: PECM - A column of Voxel Innovations' Kirk Gino Abolafia.The medical hashtag#3dprinting market keeps growing. How do the latest advancements in hashtag#depowdering fit into this evolution? Solukon Maschinenbau GmbH's Andreas Hartmann and Swiss m4m Center's Nicolas Bouduban share some food for thought.✨SOFTWARE Q&A with Matthew Shomper on (Computational) DfAM & hashtag#3dprinted Medical Devices.✨START-UP AREA Understanding SPID®, Laxxon Medical’s Screen Printed Innovative Drug Technology and its business model. ✨APPLICATIONS  The latest applications achieved in the field (Top selection of the editor): Neutrogena x @NOURISHED, CSEM x Schweizer Paraplegiker-Stiftung, Massachusetts Institute of Technology.ACCESS THE DIGITAL LINK Here: https://lnkd.in/d8TrVr2n



…see more",Video,22,0,3 reposts,None
3Dadept,2023-11-11,"The construction industry is booming with adoptions of hashtag#3DPrinting , the latest addition to this New Zealand-based concrete 3D printing company QOROX® creating the largest 3D printed house in the southern hemisphere in Auckland using its 3D concrete printing technology. mentions: Wafaey Swelim of QOROX® and Tim Dorrington of Dorrington Atcheson Architectshashtag#3DPrintedHouse hashtag#constructionindustry hashtag#construction hashtag#AdditiveManufacturing hashtag#NewZealand hashtag#Auckland https://lnkd.in/g8yxjudG



…see more",Article,24,0,0,https://3dadept.com/largest-3d-printed-house-in-southern-hemisphere-created-with-qorox-3d-concrete-printing-technology/
3Dadept,2023-10-11,"On the heels of its approval as a vendor to provide some Additive Manufacturing components to Naval Sea Systems Command (NAVSEA) platforms, Newport News Shipbuilding, A Division of HII shares the recent efforts it made with its partner General Dynamics Electric Boat (GDEB). Read more below 👇hashtag#additivemanufacturing hashtag#marine David Bolcar - @Megan Roberts - Darrell Growhttps://lnkd.in/eqhxAxkb



…see more",Article,10,0,1 repost,https://3dadept.com/hii-shares-its-latest-efforts-to-integrate-am-into-the-shipbuilding-process-for-nuclear-powered-submarines/
3Dadept,2023-11-11,"“Are there any new technologies that captured your attention (yet)?” Although this is not truly an open question, Kety Sindze found herself providing a somewhat detailed answer.Discover more below 👇Mentions: Mesago Messe Frankfurt GmbH - Formnext - Where ideas take shape - Equinor, the LEGO Group, Danfoss A/S, and Grundfos Holding AG - Viaccess-Orca and Daimler Truck AG - NewCap Partners, HZG Group Fund Management, Freigeist Capital GmbH, and AM Ventures Management GmbH - Bright Laser Technologies - BLT, ELEGOO, SCANTECH, SHANGHAI DIGITAL MANUFACTURING CO.,LTD Co., Ltd., @Shanghai Hangrui Advanced Materials Technology Co., Ltd., CBD-Tech , eMake3D Technology Co., Ltd. - BigRep - Large-Format 3D Printers - HAGE3D GmbH - Nexa3D - Essentium (A Nexa3D Company) - Addifab, a Nexa3D Company - Headmade Materials GmbH - Deloro Wear Solutions GmbH - Fronius International - Foundry Lab - TRUMPF - Solukon Maschinenbau GmbH - Lithoz - 3DCeram Sinto - Evolve Additive Solutions - Conflux Technology - AMCM GmbHhashtag#additivemanufacturing hashtag#frankfurt hashtag#software hashtag#materials hashtag#postprocessing https://lnkd.in/eH7Tsbpz



…see more",Article,6,0,1 repost,https://3dadept.com/formnext-2023-the-devil-is-in-the-details/
3Dadept,2023-10-11,"If you didn't know hashtag#porcelain could have its own hashtag#3dprinting filament. Now you do because Nanoe' s hashtag#Zetamix just makes it happen - in collaboration with CERINNOV Group. hashtag#ceramics Mentions: Arnaud HORY - Guillaume de Calan hashtag#arts hashtag#decor https://lnkd.in/ePYNyvb4



…see more",Article,37,0,4 reposts,https://3dadept.com/nanoe-and-cerinnov-group-release-a-line-of-porcelain-3d-printing-products-for-art-design-and-craftsmanship/
3Dadept,2023-09-11,"Humonix Biosciences, Inc.’s new model is a physiologically relevant 3D model of the blood-retinal barrier. This model expresses key physiological and biological characteristics, providing a platform for testing therapies related to retinal vascular dysfunction.hashtag#3dmodel hashtag#3dbioprinting hashtag#healthcare Mention: Karen Y. Torrejon hashtag#3dprintinghttps://lnkd.in/eekQ9962



…see more",Article,8,0,4 reposts,https://3dadept.com/humonix-biosciences-unveils-new-3d-human-tissue-model/
3Dadept,2023-09-11,"Magneto X, the new hashtag#3dprinter of Peopoly would go beyond traditional belts and pulleys and enables high-speed and great surface finish thanks to a key feature: proprietary MagXY magnetic levitation linear motor system for the X and Y axes. Discover its key hashtag#specifications below 👇hashtag#additivemanufacturing hashtag#3dprinting https://lnkd.in/euyDA4RW



…see more",Article,5,0,0,https://3dadept.com/peopoly-launches-desktop-fff-3d-printer-with-maglev-based-linear-motor-system/
3Dadept,2023-11-11,"Nano Dimension is expanding the Fabrica line of micro-AM products to introduce new Tetra and Giga machines, a major development since a series of AM companies acquisitions last year. They will be present with their new range of products at hashtag#Formnext2023hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#MicroAM hashtag#AMIndustry hashtag#AMCompanies https://lnkd.in/gtwaMkJk



…see more",Article,4,0,0,https://3dadept.com/nano-dimension-expands-its-micro-am-product-line/
3Dadept,2023-11-11,"Linde displays ADDvance® Laser230 gas supply solution with higher laser intensity for better copper 3D printed parts production at hashtag#formnext . Mathias Palm from the ArianeGroup speaks of how the new gas supply solutions introduced last year helped them to reduce the manufacturing costs of rocket launcher engines.Linde is showcasing its products at booth C82 in Hall 11 at hashtag#Formnext2023Formnext - Where ideas take shapehashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#Copper hashtag#3DPrintedParts hashtag#Aerospace https://lnkd.in/gD_8Ww72



…see more",Article,2,0,1 repost,https://3dadept.com/linde-addresses-bottlenecks-of-copper-3d-printed-parts-production-with-new-gas-supply-solution-launch-at-formnext/
3Dadept,2023-09-11,"Voxel Innovations, an advanced manufacturing company specializing in pulsed electrochemical machining (PECM), has received ISO 13485:2016 certification. As a reminder, PECM is an alternative post-processing method for 3D printed parts. Here is why the company has developed this hashtag#postprocessing method. 👇hashtag#additivemanufacturing https://lnkd.in/eDAE2w9p



…see more",Article,13,0,0,https://3dadept.com/postprocessing-company-voxel-innovations-receives-iso-134852016-certification/
3Dadept,2023-10-11,"ThyssenKrupp and Wilhelmsen have formed a new hashtag#AdditiveManufacturing company Pelagus 3D with both companies holding equal shares in the new enterprise. The new AM company will act as a bridge between manufacturers and ship managers to supply 3D-printed maritime parts. hashtag#3DPrinting hashtag#3DPrintedParts hashtag#MaritimeIndustry hashtag#Shipping hashtag#Maritimehttps://lnkd.in/gNV8TiCH



…see more",Article,10,0,0,https://3dadept.com/new-am-company-pelagus-3d-formed-to-supply-3d-printed-maritime-parts/
3Dadept,2023-11-11,"Named CPS 2.0 which stands for Ceramaker Printing Software, the hashtag#software solution unveiled today by 3DCeram Sinto was developed in alignment with the ‘From Lab to Fab’ philosophy. It provides two different levels of usage to accommodate different needs: C-PRINT and C-PERFORM. Discover them below 👇hashtag#additivemanufacturing hashtag#software https://lnkd.in/dh-w7W8D



…see more",Article,11,0,1 repost,https://3dadept.com/3dceram-unveils-new-software-solution-to-enhance-precision-in-ceramic-3d-printing/
3Dadept,2023-10-11,"https://lnkd.in/eCszJJgK UltiMaker S series 3D Printers is known to be the most versatile 3D printer in the market as it is compatible with more than 280 3D printing materials and has an ever-increasing portfolio of print profiles available from the UltiMaker Marketplace. Meet the new hashtag#3dprinter in the S series. hashtag#3DPRINTER hashtag#3dprinting UltiMaker



…see more",Article,14,0,0,https://3dadept.com/ultimaker-optimized-its-s-series-3d-printers-to-double-3d-printing-speed/The
3Dadept,2023-11-11,"Qatar's Ministry of Communications and Information Technology or MCIT pavilion at the Doha Expo created the Guinness World Records for the longest independent 3D-printed concrete structure, paving the way for applications of the country's relatively new hashtag#AMIndustry hashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#ConstructionIndustry hashtag#AMCompanies hashtag#Qatar hashtag#Concrete3DPrinting hashtag#guinnessworldrecords https://lnkd.in/geBZiJ3W



…see more",Article,1,0,0,https://3dadept.com/qatar-created-the-guinness-world-record-for-longest-3d-printed-concrete-structure/
3Dadept,2023-10-11,"Rivelin Robotics shows how ""Hardware as a Service"" or HaaS can be used by AM companies to scale up production in a safe and secure manner that reduces the cost of making 3D printed parts by following a unique ""pay-as-you-go"" model of accessing automated robotics hardware. They will be demonstrating the utility of ""Robots as a Service"" or RaaS at hashtag#Formnext2023Formnext - Where ideas take shapehashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#metalAM hashtag#AMIndustry hashtag#HaaS hashtag#Raas hashtag#RobotsAsAServicehttps://lnkd.in/dTc-gaBy



…see more",Article,11,0,0,https://3dadept.com/rivelin-shows-how-the-am-industry-can-use-haas-to-scale-up/
3Dadept,2023-09-11,"Remember BellaSeno? The medtech hashtag#company utilizing Evonik High Performance Polymers’s hashtag#materials to 3D print hashtag#scaffolds for bone regeneration. Well, it has reported promising one-year follow-up data of its breast and pectus excavatum scaffolds. Read more below  👇Mention: Mohit Chhaya hashtag#healthcare hashtag#additivemanufacturinghttps://lnkd.in/ezSPnftR



…see more",Article,10,0,0,https://3dadept.com/bellaseno-reports-encouraging-one-year-results-for-its-resorbable-3d-printed-implants/
3Dadept,2023-09-11,"Turbine pump components are typically divided into two key sections: the screw shell section and the guide vane section. Bright Laser Technologies - BLT(BLT) supported the production of some of these hashtag#components with its hashtag#metal hashtag#3dprinting technology. Mentions: Beijing Star Glory Space Science & Technology Company ( ispace, inc. ) hashtag#additivemanufacturing hashtag#space https://lnkd.in/eTSJS_QY



…see more",Article,9,0,1 repost,https://3dadept.com/blt-produces-metal-3d-printing-piping-and-turbopump-components-for-a-100-ton-liquid-oxygen-methane-engine/
3Dadept,2023-11-11,"Advanced battery system manufacturer Johnson MattheyBattery Systems has made 3D printed spare parts for its prototype system using SINTRATEC S2 SLS 3D printer.Mentions: Jakub Szafrański from Johson Mattneyhashtag#3DPrinting hashtag#SLS3DPrinter hashtag#AdditiveManufacturing hashtag#BatterySystems https://lnkd.in/giwCmYpD



…see more",Article,17,0,0,https://3dadept.com/johnson-matthey-battery-systems-uses-sintratec-s2-sls-3d-printer-to-create-3d-printed-spare-parts/
3Dadept,2023-10-11,"CRP Technology has added a new hashtag#3DPrintingMaterial in its Windform FX BLACK Top Line products. The new rubber-like printing material has greater than 400% elongation at break value which can be used for making 3D printed parts across various industries.hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#3DPrintedParts https://lnkd.in/gfnt6cgq



…see more",Article,3,0,0,https://3dadept.com/crp-technology-adds-a-new-3d-printing-material-to-its-windform-top-line-range/
3Dadept,2023-10-11,"University Hospital Basel and SALK-LKH, -CDK, -St.Veit &PMU, University (General) Hospital Salzburg performed cranial surgeries using 3D printed cranial implants generated by 3D Systems GmbH . The two institutions and their network of hospitals used VESTAKEEP® i4 3DF PEEK material by Evonik on 3D Systems' EXT 220 MED hashtag#extrusion platform to create patient-specific 3D printed implantshashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#Healthcare hashtag#CranialSurgeries Evonik High Performance Polymers - 3D Systems Corporationhttps://lnkd.in/g98YTyqi



…see more",Article,5,0,1 repost,https://3dadept.com/european-hospitals-perform-cranial-surgeries-using-3d-systems-3d-printed-cranial-implants/
3Dadept,2023-11-11,"ALIO Industries explains how Cartesian gantries of motion control systems can work in limited spaces helping the Additive Manufacturing companies maximize on workspace. hashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#AMCompanies hashtag#workspacesolutionshttps://lnkd.in/gXjxD3-A



…see more",Article,5,0,0,https://3dadept.com/enhancing-3d-printing-workspace-with-cartesian-gantries-of-motion-control-systems/
3Dadept,2023-11-11,"✨ [Partner Content] ✨ Based on the adoption curve of its customers that specialize in hashtag#seriesproduction, hashtag#laserpowderbedfusion systems manufacturer FARSOON Europe GmbH has identified three main trends that are dominating the hashtag#additivemanufacturing (AM) market. In the article below 👇, the company discusses the need for large-format parts production, the continuous hashtag#cost comparison between traditional manufacturing and hashtag#metal AM technology, as well as a growing focus on hashtag#consumer goods series production.https://lnkd.in/ehpp475p



…see more",Article,14,0,3 reposts,https://3dadept.com/farsoon-discusses-customer-centric-metal-am-solutions-and-applications/
3Dadept,2023-10-11,"DIMENSIONICS GmbH shows how automated density determination methods can enhance the structural integrity and mechanical properties of 3D printed parts. hashtag#3DPrinting hashtag#AdditiveManufacturing hashtag#AMIndustry hashtag#metalAMhttps://lnkd.in/gN_eEhV4



…see more",Article,2,0,0,https://3dadept.com/enhancing-the-precision-of-3d-printed-parts-through-automated-density-determination/
3Dadept,2023-09-11,"Developer of wire-laser metal deposition technology Meltio has recently unveiled Meltio hashtag#Space hashtag#software, a new hashtag#slicer that will increase the reliability of metal part hashtag#manufacturing. Read how below 👇hashtag#additivemanufacturing Alejandro Nieto Jiménez, ABB, KUKA, FANUC America Corporation, and Yaskawa Motomanhttps://lnkd.in/edcfXnk7



…see more",Article,4,0,0,https://3dadept.com/metal-3d-printing-company-meltio-unveils-new-software-solution-for-precision-production/
3Dadept,2023-10-11,"The new edition of the AM Madrid show is about to start on November 15 where visitors will get insights on machine tools through hour-long guided tours and other innovation tours. The hashtag#AMMadrid2023 is already full with 98% stands booked one month before the show. Here's what to expect from the fifteenth edition of the show for the hashtag#AdditiveManufacturing industry. Advanced Manufacturing ES organized by Easyfairshashtag#3DPrinting hashtag#AMIndustry hashtag#AMCompanies hashtag#MetalAM hashtag#MetalMadridhttps://lnkd.in/gtAVdefy



…see more",Article,1,0,0,https://3dadept.com/almost-full-15th-edition-of-am-madrid-2023-to-have-innovation-and-guided-tours/
3Dadept,2023-10-11,"Ceramics 3D printing company Lithoz is introducing a new LCM 3D printer at hashtag#Formnext2023 The new printers combine opposite material properties to make next-generation 3D printed multi-materials parts in one print run. The company will showcase the dental and medical applications of these ceramic 3D-printed parts at Formnext - Where ideas take shape hashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#Healthcare hashtag#Dental https://lnkd.in/dXec3dVn



…see more",Article,7,0,0,https://3dadept.com/new-lithoz-lcm-3d-printer-makes-next-gen-3d-printed-multi-material-parts/
3Dadept,2023-08-11,"IperionXcontinues to tick boxes of its plan to re-shore a strong and sustainable domestic supply chain for titanium metal.hashtag#titanium hashtag#metal hashtag#additivemanufacturing https://lnkd.in/ejxzCf8P



…see more",Article,9,0,4 reposts,https://3dadept.com/iperionx-produces-3d-printed-titanium-plate-for-testing-by-lockheed-martin-receives-permits-for-the-titan-project/
3Dadept,2023-10-11,"Airbus Helicopters has enhanced its hashtag#3DPrinting capabilities by creating metal 3D printed parts using TRUMPF TruPrint machines. The aerospace giant reduced fuel and raw material costs through this process and says this would lower the hashtag#CarbonEmissions of flights, including its passenger aircrafts.hashtag#AdditiveManufacturing hashtag#metal3Dprintedparts hashtag#metalAM hashtag#aerospace hashtag#carbonfootprint https://lnkd.in/gRHPtWj8



…see more",Article,42,0,0,https://3dadept.com/airbus-helicopters-saves-on-raw-material-and-fuel-costs-with-metal-3d-printed-parts/
3Dadept,2023-04-11,👇THIS 👇,Article,1,0,0,https://3dadept.com/can-ceramic-am-add-value-to-the-automotive-and-aerospace-industries-from-rd-to-commercial-applications/
3Dadept,2023-09-11,"On-demand hashtag#3dprinting services Makelab expands its range of services with a new hashtag#production technology: Inkbit’s hashtag#VisionControlledJetting (VCJ) technology.hashtag#additivemanufacturing Mention: Davide Marinihttps://lnkd.in/eBdx6abA



…see more",Article,14,0,2 reposts,https://3dadept.com/collaboration-between-makelab-and-inkbit-will-expand-the-accessibility-of-vision-controlled-jetting-vcj-technology/
3Dadept,2023-08-11,"The study was commissioned in 2021 by the Additive Manufacturer Green Trade Association (AMGTA) to better understand the potential for binder jetting to replace traditional hashtag#sandcasting. Discover here the key takeaways of the preliminary results as well as a few reservations of industry experts. hashtag#additivemanufacturing Yale University Desktop Metal Trane Technologieshttps://lnkd.in/e64w_H7U



…see more",Article,5,0,0,https://3dadept.com/amgta-lca-reveals-that-binder-jetting-reduces-carbon-emissions-by-38-but-industry-experts-have-reservations/
3Dadept,2023-10-11,"India and UAE signed a memorandum of understanding for investment and collaboration in various technological fields including Additive Manufacturing. While India has used 3D-printed parts to make rocket engines, cornea implants and toilets, the UAE has used 3D printing technology to make sneakers, mosques, and even to solve crimes.  This new partnership seeks to build on AM companies' work to hashtag#decarbonize major industries like healthcare, aerospace, supply chain etc. hashtag#AdditiveManufacturing hashtag#3DPrinting hashtag#3DPrintedParts hashtag#India hashtag#UAE hashtag#AMCompanieshttps://lnkd.in/gykZmBnp



…see more",Article,1,0,0,https://3dadept.com/india-uae-mou-to-boost-advanced-technologies-like-additive-manufacturing-usage-in-priority-sectors/
3Dadept,2023-08-11,"In a recent milestone, the crew of USS Bataan (LHD 5), supported by the Naval Sea Systems Command (NAVSEA), achieved the first metal hashtag#3dprinted part fabrication and replacement for a de-ballast air compressor (DBAC). The fabrication was completed in only hashtag#five days, using the ship’s permanently installed hashtag#metal hashtag#3dprinter. Read more 👇Mentions: Phillips Corporation - Meltio - @Mike Hover - @Joseph Cahill - hashtag#additivemanufacturing https://lnkd.in/eVvDWHZJ



…see more",Article,7,0,2 reposts,https://3dadept.com/navsea-3d-prints-and-replaces-de-ballast-air-compressor-at-sea/
3Dadept,2023-10-11,Miami-based company uses 3D printing technology to create rising sea levels tackling Seawallshashtag#3DPrinting Kind Designs hashtag#concrete hashtag#seawalls,Article,9,0,2 reposts,https://3dadept.com/miami-based-company-uses-3d-printing-technology-to-create-rising-sea-levels-tackling-seawalls/
3Dadept,2023-10-11,"Among all the new hashtag#3dprinting materials that have been released this week, if there is one you should keep in mind is this one from Materialise. hashtag#materials Alireza Parandian hashtag#eyewearhttps://lnkd.in/e6u2Qsqw



…see more",Article,19,0,1 repost,https://3dadept.com/materialise-unveils-new-3d-printing-translucent-material-for-eyewear-applications/
3Dadept,2023-09-11,"hashtag#ThrowbackThursday This year’s RAPID + TCT conference in Chicago featured a range of machines and parts, from huge robotic hashtag#additivemanufacturing machines to the nearly hashtag#microscopic printed metal pieces used for hearing aids. However, one installation towered above the rest. Thermwood Corporation was there showing off their LSAM AP510 machine and @Jason Susnajara walked us through their booth.hashtag#LSAM https://lnkd.in/ewJp6W8E



…see more",Article,8,0,1 repost,https://3dadept.com/focus-thermwood-gives-hope-for-the-future-of-recycling-demonstrates-superior-printed-part-quality-with-thermal-sensor-layer-automation/
3Dadept,2023-10-11,"Oxford University researchers have repaired mice brain injuries with 3D printed tissues that mimic the structure and function of host brain cells. These 3D printed implants made through droplet printing technique can be used to study brain development and drug evaluation in the future.hashtag#3DPrinting hashtag#3DPrintedImplants hashtag#3DPrintedTissues hashtag#BrainInjuries hashtag#OxfordUniversity hashtag#healthcarehttps://lnkd.in/gvu7cr-z



…see more",Article,4,0,0,https://3dadept.com/oxford-scientists-synthesize-brain-injuries-repairing-3d-printed-tissues/
3Dadept,2023-09-11,"It may be too soon to call it a trend but in-space bioprinting is something that raises researchers' interest a lot. Last week, we were introducing the hashtag#AstroCardia project - conducted by Space Applications Services NV/SA, SCK CEN, QbD Group, BIO INX and Antleron in hashtag#Belgium. Today, we learn that Redwire Space, an expert in space infrastructure has 3D bioprinted a human knee meniscus on orbit. Read more below John Vellinger hashtag#3dbioprinting hashtag#space



…see more",Article,6,0,0,https://3dadept.com/redwire-biofabrication-facility-3d-prints-a-human-knee-meniscus-in-space/
3Dadept,2023-08-11,"Brain4Industry Centre aims to position itself as a technology incubator in Czech Republic. FARSOON Europe GmbH's hashtag#additivemanufacturing will be of great support in this regard. Read more below 👇https://lnkd.in/e5qDYGiv



…see more",Article,10,0,1 repost,https://3dadept.com/czech-republic-farsoons-additive-manufacturing-technology-to-support-digital-transformation-in-new-research-center-2/
3Dadept,2023-08-11,"Meet Thermwood Corporation's Cut Layer Additive. An example of application that the machine can deliver, includes a 12-foot-long (3.6m) hashtag#aerospace tool for the incredibly low material cost of $2,000, in less time than it took to hashtag#additively hashtag#print the same part. Read more about the new addition to the Thermwood family below 👇! hashtag#additivemanufacturing hashtag#parts https://lnkd.in/eRDaAZ3V



…see more",Article,24,0,7 reposts,https://3dadept.com/thermwoods-cut-layer-additive-machine-is-intriguing-as-it-produces-parts-that-are-similar-to-large-additively-printed-parts-here-is-how/
3Dadept,2023-09-11,"Ready to be used for robotic metal hashtag#3dprinting, Meltio Robot Cell is designed as a plug & play system, with a single electrical power supply and a single inert gas supply. As most equipment, it should be used in a highly controlled environment: this means it can neither be used in an outdoor environment, nor exposed to the sun. Read about the new device below  👇hashtag#DED hashtag#3dprinting Mention: Alejandro Nieto Jiménezhttps://lnkd.in/e3giQqn5



…see more",Article,10,0,1 repost,https://3dadept.com/meltio-launches-a-robot-cell-for-its-ded-3d-printing-technology/
3Dadept,2023-09-11,"An interesting partnership has just been formed by ultrafast polymer hashtag#3dprinting OEM Nexa3D and Headmade Materials GmbH, the developer of hashtag#ColdMetalFusion. By making Headmade Materials’ feedstock technology compatible with its QLS lineup of SLS hashtag#3dprinters, Nexa3D will enable its customers to produce sinter-based hashtag#metal hashtag#3dprinted parts. Read more below  👇hashtag#additivemanufacturing https://lnkd.in/eXmjXAMB



…see more",Article,14,0,2 reposts,https://3dadept.com/nexa3d-enters-metal-3d-printing-segment-thanks-to-headmade-materials/
3Dadept,2023-07-11,"Developed using Triastek, Inc.’s 3D Microstructure for Colon Targeting (3DμS-CT), T21 is designed to deliver the drug directly to the colon. This is the first time the colon targeting platform has been verified in hashtag#human trials. Read more about the results of this trial below 👇hashtag#additivemanufacturing hashtag#pharmaceutical https://lnkd.in/erDyJK9u



…see more",Article,5,0,1 repost,https://3dadept.com/triastek-completes-first-in-human-study-of-its-3d-printed-drug/
3Dadept,2023-09-11,"Solukon Maschinenbau GmbH goes beyond its scope of expertise to address other challenges of the hashtag#postprocessing phase. Meet the SFM-PCU below 👇Mention: Benedikt Lutzenberger hashtag#additivemanufacturing https://lnkd.in/e96aKXSm



…see more",Article,2,0,0,https://3dadept.com/solukon-releases-a-powder-collection-unit-that-should-be-used-after-the-depowdering-of-metal-3d-printed-parts/
3Dadept,2023-09-11,"Microsoft takes hashtag#inclusivity into account for another product: the hashtag#SurfacePen.This time, Shapeways took in charge the hashtag#manufacturing process.hashtag#additivemanufacturinghttps://lnkd.in/eR4TuF2w



…see more",Article,1,0,0,https://3dadept.com/microsoft-unveils-adaptive-3d-printed-pen-grips-for-the-surface-pen/
3Dadept,2023-09-11,"For this 2023 edition of hashtag#Formnext, Mesago Messe Frankfurt GmbH confirmed the participation of 771 exhibitors and a booked gross area of more than 50,000 sqm. We are not far away from last year’s figures (802 exhibitors on 51,148 square meters) and we have to admit that these are positive figures given the difficult hashtag#economic environment in most industrialized hashtag#countries.hashtag#additivemanufacturing Sascha F. Wenzler Formnext - Where ideas take shapehttps://lnkd.in/ezEUw3BX



…see more",Article,8,0,0,https://3dadept.com/formnext-2023-has-nearly-reached-last-years-figures-to-lay-emphasis-on-new-forms-of-content/
3Dadept,2023-09-11,"The evolution of hashtag#drones from flying cameras to indispensable assets across sectors such as hashtag#agriculture, hashtag#entertainment, and hashtag#emergency response has driven the need for custom-designed drone components. The problem is drone producers like Third Element Aviation GmbH still face challenges to produce drone components for their Auriol drones. The article below explains how the German company has been working with hashtag#3dprinting material producer Fiberthree GmbH and Thought3D producers of Magigoo and Drywise to improve hashtag#production hashtag#reliability in this regard.   👇https://lnkd.in/e-ZFHEJV



…see more",Article,10,0,1 repost,https://3dadept.com/fiberthree-and-thought3d-support-third-element-aviation-in-drone-customization-with-3d-printing/
3Dadept,2023-09-11,"OEM hashtag#3dprinter manufacturer Farsoon Technologies continues to make progress on a path that gives more and more place to open platform systems. Its latest technology is an UT252P hashtag#polymer hashtag#3dprinter with a key capability: processing hashtag#materials with high melting point over 340°C.hashtag#medical hashtag#aerospace hashtag#additivemanufacturinghttps://lnkd.in/eSuQVwaK



…see more",Article,6,0,0,https://3dadept.com/farsoon-latest-polymer-3d-printer-can-process-materials-with-melting-points-above-340c/
3Dadept,2023-07-11,"The new hashtag#product marketed as Jabil PLA 3110P, can be processed with lower sintering temperature, and enables 89% smaller hashtag#carbonfootprint compared to the incumbent PA-12. Ingeo PLA is derived entirely from annually renewable resources, meeting demand for a biobased alternative to petrochemical-based hashtag#powders, like PA-12 - NatureWorksRead more below 👇.hashtag#materials hashtag#additivemanufacturing https://lnkd.in/ePuqJ5Ap



…see more",Article,1,0,0,https://3dadept.com/natureworks-and-jabil-provide-ingeo-pla-based-powder-for-sls-3d-printing/
3Dadept,2023-07-11,"Phase3D, the company that specializes in in-situ hashtag#inspection for powder-based hashtag#additivemanufacturing (AM), should install the new hashtag#solution at Ellsworth Air Force Base in South Dakota.hashtag#QualityAssurancehttps://lnkd.in/ezeUpVAf



…see more",Article,1,0,0,https://3dadept.com/phase3d-to-develop-a-quality-inspection-system-for-cold-spray-additive-manufacturing/
3Dadept,2023-07-11,"In-Vision Technologies AG, a manufacturer of high-precision hashtag#opticalsystems, has just launched a hashtag#gantrysystem that could help manufacture parts with bigger sizes in DLP hashtag#3dprinting.Mention: Christof Hieger - hashtag#additivemanufacturing https://lnkd.in/dAYTdch5



…see more",Article,4,0,2 reposts,https://3dadept.com/in-vision-launches-gantry-system-to-achieve-bigger-parts-in-polymer-dlp-3d-printing/
3Dadept,2023-07-11,"Siemens continues to expand its footprint in key regions and applications that can foster the adoption of advanced manufacturing technologies. As part of its €2 billion investment strategy, the company will invest around €1 billion in Germany, thereby boosting the country’s innovative strength. Here is how the hashtag#Erlangen location will benefit from that. hashtag#additivemanufacturing hashtag#investment hashtag#Germany Mention: Karsten Heuserhttps://lnkd.in/egSysHWp



…see more",Article,1,0,0,https://3dadept.com/siemens-to-invest-e500-million-to-build-a-new-technology-campus-in-erlangen/
3Dadept,2023-07-11,"A collaboration with Reichenbacher Hamuel GmbH, a manufacturer of CNC machining centers, led depwodering expert Solukon Maschinenbau GmbH to further improve the removal of unfused powder for hashtag#metal hashtag#3dprinted parts. Together, both companies have been able to automate both hashtag#unpacking from the container and hashtag#depowdering in a single system. Here is how. 👇hashtag#additivemanufacturing hashtag#LPBF hashtag#LargeScaleParts Mention: Dr. Alexander Kawalla-Namhttps://lnkd.in/eHVbZTMq



…see more",Article,12,0,1 repost,https://3dadept.com/solukon-and-reichenbacher-hamuel-gmbh-automate-unpacking-and-depowdering-of-3d-printed-parts-in-a-single-system/
